"FECHA,""Tipo de cambio - TC Interbancario (S/ por US$) - Venta"""
28Feb02,3.4703
01Mar02,3.4704
04Mar02,3.4692
05Mar02,3.463
06Mar02,3.4594
07Mar02,3.4583
08Mar02,3.4535
11Mar02,3.4556
12Mar02,3.4533
13Mar02,3.4517
14Mar02,3.451
15Mar02,3.4536
18Mar02,3.4543
19Mar02,3.456
20Mar02,3.4564
21Mar02,3.4562
22Mar02,3.4547
25Mar02,3.4527
26Mar02,3.4507
27Mar02,3.4456
28Mar02,n.d.
29Mar02,n.d.
01Abr02,3.4442
02Abr02,3.4521
03Abr02,3.4499
04Abr02,3.4469
05Abr02,3.4449
08Abr02,3.4447
09Abr02,3.4427
10Abr02,3.442
11Abr02,3.4432
12Abr02,3.4399
15Abr02,3.4384
16Abr02,3.4306
17Abr02,3.4296
18Abr02,3.4307
19Abr02,3.4278
22Abr02,3.4289
23Abr02,3.432
24Abr02,3.436
25Abr02,3.4381
26Abr02,3.4378
29Abr02,3.437
30Abr02,3.4344
01May02,n.d.
02May02,3.4339
03May02,3.4361
06May02,3.4344
07May02,3.4326
08May02,3.4335
09May02,3.4404
10May02,3.4474
13May02,3.4524
14May02,3.4487
15May02,3.4473
16May02,3.4517
17May02,3.4571
20May02,3.4589
21May02,3.4642
22May02,3.4697
23May02,3.4694
24May02,3.4527
27May02,3.4549
28May02,3.4687
29May02,3.4697
30May02,3.4613
31May02,3.4611
03Jun02,3.4664
04Jun02,3.4727
05Jun02,3.4699
06Jun02,n.d.
07Jun02,3.4709
10Jun02,3.4683
11Jun02,3.4667
12Jun02,3.4705
13Jun02,3.4657
14Jun02,3.463
17Jun02,3.4636
18Jun02,3.4683
19Jun02,3.4749
20Jun02,3.491
21Jun02,3.5113
24Jun02,3.5102
25Jun02,3.4989
26Jun02,3.5102
27Jun02,3.5069
28Jun02,3.51
01Jul02,3.5106
02Jul02,3.5189
03Jul02,3.5245
04Jul02,3.5245
05Jul02,3.5378
08Jul02,3.5388
09Jul02,3.5366
10Jul02,3.5454
11Jul02,3.5566
12Jul02,3.5456
15Jul02,3.5379
16Jul02,3.5327
17Jul02,3.5384
18Jul02,3.5355
19Jul02,3.5299
22Jul02,3.518
23Jul02,3.5265
24Jul02,3.5376
25Jul02,3.5439
26Jul02,3.5357
29Jul02,n.d.
30Jul02,n.d.
31Jul02,3.5545
01Ago02,3.5573
02Ago02,3.5435
05Ago02,3.5449
06Ago02,3.5574
07Ago02,3.5533
08Ago02,3.5349
09Ago02,3.5501
12Ago02,3.5679
13Ago02,3.5736
14Ago02,3.5703
15Ago02,3.5655
16Ago02,3.5623
19Ago02,3.5602
20Ago02,3.5703
21Ago02,3.5758
22Ago02,3.5935
23Ago02,3.5946
26Ago02,3.5959
27Ago02,3.6035
28Ago02,3.6149
29Ago02,3.6145
30Ago02,n.d.
02Set02,3.6126
03Set02,3.6339
04Set02,3.6425
05Set02,3.6525
06Set02,3.6377
09Set02,3.6187
10Set02,3.6095
11Set02,3.6074
12Set02,3.5896
13Set02,3.5664
16Set02,3.5903
17Set02,3.6006
18Set02,3.6004
19Set02,3.612
20Set02,3.6283
23Set02,3.6329
24Set02,3.634
25Set02,3.6375
26Set02,3.6384
27Set02,3.647
30Set02,3.6457
01Oct02,3.6271
02Oct02,3.6268
03Oct02,3.635
04Oct02,3.6198
07Oct02,n.d.
08Oct02,n.d.
09Oct02,3.624
10Oct02,3.6205
11Oct02,3.616
14Oct02,3.6164
15Oct02,3.6274
16Oct02,3.6306
17Oct02,3.6248
18Oct02,3.6156
21Oct02,3.6197
22Oct02,3.6194
23Oct02,3.6087
24Oct02,3.6002
25Oct02,3.5892
28Oct02,3.5893
29Oct02,3.6007
30Oct02,3.6064
31Oct02,3.6016
01Nov02,n.d.
04Nov02,3.6002
05Nov02,3.6048
06Nov02,3.6157
07Nov02,3.6144
08Nov02,3.6088
11Nov02,3.6012
12Nov02,3.6002
13Nov02,3.5989
14Nov02,3.6007
15Nov02,3.6018
18Nov02,3.5916
19Nov02,3.585
20Nov02,3.585
21Nov02,3.5779
22Nov02,3.5763
25Nov02,3.5747
26Nov02,3.5529
27Nov02,3.5451
28Nov02,3.524
29Nov02,3.5069
02Dic02,3.5166
03Dic02,3.5448
04Dic02,3.5516
05Dic02,3.5379
06Dic02,3.5248
09Dic02,3.5208
10Dic02,3.5201
11Dic02,3.5148
12Dic02,3.5041
13Dic02,3.5011
16Dic02,3.4929
17Dic02,3.4958
18Dic02,3.4995
19Dic02,3.51291666666667
20Dic02,3.5126
23Dic02,3.502625
24Dic02,3.4979
25Dic02,n.d.
26Dic02,3.5115
27Dic02,3.5225
30Dic02,3.5175
31Dic02,3.5141
01Ene03,n.d.
02Ene03,3.5071
03Ene03,3.5002
06Ene03,3.5012
07Ene03,3.4966
08Ene03,3.4923
09Ene03,3.4888
10Ene03,3.4935
13Ene03,3.4887
14Ene03,3.4861
15Ene03,3.4846
16Ene03,3.485525
17Ene03,3.488
20Ene03,3.492
21Ene03,3.4975
22Ene03,3.5036
23Ene03,3.49945833333333
24Ene03,3.4977
27Ene03,3.4999
28Ene03,3.4977
29Ene03,3.4995
30Ene03,3.4887
31Ene03,3.4842
03Feb03,3.4835
04Feb03,3.4923
05Feb03,3.494
06Feb03,3.4896
07Feb03,3.4907
10Feb03,3.4886
11Feb03,3.4835
12Feb03,3.4845
13Feb03,3.4892
14Feb03,3.4845
17Feb03,3.4806
18Feb03,3.48
19Feb03,3.4814
20Feb03,3.481
21Feb03,3.4804
24Feb03,3.48
25Feb03,3.4825
26Feb03,3.4814
27Feb03,3.4805
28Feb03,3.4799
03Mar03,3.477
04Mar03,3.4751
05Mar03,3.4754
06Mar03,3.4786
07Mar03,3.4812
10Mar03,3.4835
11Mar03,3.4803
12Mar03,3.4799
13Mar03,3.4786
14Mar03,3.4769
17Mar03,3.4797
18Mar03,3.482
19Mar03,3.4854
20Mar03,3.4882
21Mar03,3.4828
24Mar03,3.4804
25Mar03,3.4783
26Mar03,3.4791
27Mar03,3.4789
28Mar03,3.4774
31Mar03,3.4741
01Abr03,3.4744
02Abr03,3.4715
03Abr03,3.4717
04Abr03,3.4719
07Abr03,3.4687
08Abr03,3.46761666666667
09Abr03,3.4674
10Abr03,3.4668
11Abr03,3.46539166666667
14Abr03,3.4603
15Abr03,3.4632
16Abr03,3.4584
17Abr03,n.d.
18Abr03,n.d.
21Abr03,3.457
22Abr03,3.4584
23Abr03,3.4612
24Abr03,3.4616
25Abr03,3.4644
28Abr03,3.4648
29Abr03,3.46
30Abr03,3.4617
01May03,n.d.
02May03,3.4637
05May03,3.4674
06May03,3.4727
07May03,3.4743
08May03,3.4736
09May03,3.4745
12May03,3.4746
13May03,3.4756
14May03,3.4748
15May03,3.475
16May03,3.4756
19May03,3.4858
20May03,3.4884
21May03,3.4892
22May03,3.4909
23May03,3.4918
26May03,3.49
27May03,3.4919
28May03,3.5007
29May03,3.4952
30May03,3.4958
02Jun03,3.4929
03Jun03,3.4932
04Jun03,3.4874
05Jun03,3.4837
06Jun03,3.4822
09Jun03,3.4841
10Jun03,3.4891
11Jun03,3.4832
12Jun03,3.4809
13Jun03,3.4734
16Jun03,3.4669
17Jun03,3.4736
18Jun03,3.4731
19Jun03,3.4721
20Jun03,3.4707
23Jun03,3.4759
24Jun03,3.4763
25Jun03,3.479
26Jun03,3.4772
27Jun03,3.475
30Jun03,3.4702
01Jul03,3.469
02Jul03,3.4698
03Jul03,3.4679
04Jul03,3.4705
07Jul03,3.4705
08Jul03,3.4745
09Jul03,3.4718
10Jul03,3.4732
11Jul03,3.4728
14Jul03,3.4709
15Jul03,3.4704
16Jul03,3.4707
17Jul03,3.4694
18Jul03,3.4702
21Jul03,3.4723
22Jul03,3.4711
23Jul03,3.4717
24Jul03,3.4729
25Jul03,3.4736
28Jul03,n.d.
29Jul03,n.d.
30Jul03,3.4715
31Jul03,3.4728
01Ago03,3.4732
04Ago03,3.4744
05Ago03,3.4764
06Ago03,3.4813
07Ago03,3.4815
08Ago03,3.4855
11Ago03,3.4822
12Ago03,3.4842
13Ago03,3.4852
14Ago03,3.4816
15Ago03,3.4793
18Ago03,3.4813
19Ago03,3.4814
20Ago03,3.4812
21Ago03,3.4815
22Ago03,3.4818
25Ago03,3.4808
26Ago03,3.4803
27Ago03,3.4792
28Ago03,3.4805
29Ago03,3.48030833333333
01Set03,3.4812
02Set03,3.4813
03Set03,3.4846
04Set03,3.4852
05Set03,3.4835
08Set03,3.4829
09Set03,3.4815
10Set03,3.4795
11Set03,3.4784
12Set03,3.4792
15Set03,3.4786
16Set03,3.4784
17Set03,3.4777
18Set03,3.4777
19Set03,3.4783
22Set03,3.4791
23Set03,3.4834
24Set03,3.4827
25Set03,3.4838
26Set03,3.4822
29Set03,3.4832
30Set03,3.4831
01Oct03,3.483
02Oct03,3.4826
03Oct03,3.4813
06Oct03,3.4809
07Oct03,3.4814
08Oct03,n.d.
09Oct03,3.4814
10Oct03,3.4803
13Oct03,3.4787
14Oct03,3.4788
15Oct03,3.4796
16Oct03,3.4791
17Oct03,3.4795
20Oct03,3.4791
21Oct03,3.479
22Oct03,3.4774
23Oct03,3.4762
24Oct03,3.4752
27Oct03,3.4759
28Oct03,3.4764
29Oct03,3.4743
30Oct03,3.4718
31Oct03,3.4722
03Nov03,3.4735
04Nov03,3.4741
05Nov03,3.4747
06Nov03,3.4782
07Nov03,3.4796
10Nov03,3.4801
11Nov03,3.4795
12Nov03,3.4773
13Nov03,3.4769
14Nov03,3.4749
17Nov03,3.4761
18Nov03,3.4768
19Nov03,3.48
20Nov03,3.4803
21Nov03,3.4782
24Nov03,3.4778
25Nov03,3.4791
26Nov03,3.4812
27Nov03,3.4795
28Nov03,3.4804
01Dic03,3.4787
02Dic03,3.4779
03Dic03,3.4779
04Dic03,3.4776
05Dic03,3.4758
08Dic03,n.d.
09Dic03,3.4778
10Dic03,3.4769
11Dic03,3.4743
12Dic03,3.474
15Dic03,3.4742
16Dic03,3.4711
17Dic03,3.471
18Dic03,3.4713
19Dic03,3.4661
22Dic03,3.462
23Dic03,3.4642
24Dic03,3.4642
25Dic03,n.d.
26Dic03,3.4663
29Dic03,3.4691
30Dic03,3.467
31Dic03,3.4634
01Ene04,n.d.
02Ene04,3.4625
05Ene04,3.4634
06Ene04,3.4618
07Ene04,3.4612
08Ene04,3.4574
09Ene04,3.4569
12Ene04,3.4584
13Ene04,3.4606
14Ene04,3.4558
15Ene04,3.4543
16Ene04,3.4524
19Ene04,3.458
20Ene04,3.4602
21Ene04,3.4635
22Ene04,3.4716
23Ene04,3.4746
26Ene04,3.4729
27Ene04,3.4854
28Ene04,3.4852
29Ene04,3.5038
30Ene04,3.5016
02Feb04,3.5053
03Feb04,3.4969
04Feb04,3.4926
05Feb04,3.4933
06Feb04,3.4922
09Feb04,3.4898
10Feb04,3.4853
11Feb04,3.4869
12Feb04,3.4895
13Feb04,3.492
16Feb04,3.4816
17Feb04,3.4758
18Feb04,3.4741
19Feb04,3.473
20Feb04,3.4754
23Feb04,3.4762
24Feb04,3.4737
25Feb04,3.4741
26Feb04,3.4741
27Feb04,3.4732
01Mar04,3.4718
02Mar04,3.4726
03Mar04,3.4749
04Mar04,3.4748
05Mar04,3.474
08Mar04,3.4716
09Mar04,3.4663
10Mar04,3.4662
11Mar04,3.467
12Mar04,3.4621
15Mar04,3.4616
16Mar04,3.4647
17Mar04,3.4664
18Mar04,3.4659
19Mar04,3.4631
22Mar04,3.461
23Mar04,3.4581
24Mar04,3.4607
25Mar04,3.4618
26Mar04,3.4602
29Mar04,n.d.
30Mar04,n.d.
31Mar04,n.d.
01Abr04,n.d.
02Abr04,n.d.
05Abr04,3.4583
06Abr04,3.4588
07Abr04,3.4624
08Abr04,n.d.
09Abr04,n.d.
12Abr04,3.4633
13Abr04,3.4641
14Abr04,3.4675
15Abr04,3.4665
16Abr04,3.4658
19Abr04,3.4666
20Abr04,3.4693
21Abr04,3.4695
22Abr04,3.4726
23Abr04,3.4798
26Abr04,3.4841
27Abr04,3.4839
28Abr04,3.4852
29Abr04,3.4866
30Abr04,3.4847
03May04,3.4874
04May04,3.4836
05May04,3.482
06May04,3.4865
07May04,3.491
10May04,3.4933
11May04,3.4873
12May04,3.4888
13May04,3.4873
14May04,3.4842
17May04,3.4838
18May04,3.4837
19May04,3.4851
20May04,3.4916
21May04,3.4903
24May04,3.4948
25May04,3.4931
26May04,3.4911
27May04,3.4883
28May04,3.4889
31May04,3.4873
01Jun04,3.4894
02Jun04,3.4876
03Jun04,3.4877
04Jun04,3.4872
07Jun04,3.4863
08Jun04,3.4804
09Jun04,3.4763
10Jun04,3.4789
11Jun04,3.4782
14Jun04,3.4821
15Jun04,3.4774
16Jun04,3.4769
17Jun04,3.4746
18Jun04,3.473
21Jun04,3.473
22Jun04,3.4702
23Jun04,3.4694
24Jun04,3.4696
25Jun04,3.4692
28Jun04,3.4716
29Jun04,n.d.
30Jun04,3.4713
01Jul04,3.4695
02Jul04,3.4688
05Jul04,3.4695
06Jul04,3.4664
07Jul04,3.4633
08Jul04,3.4609
09Jul04,3.4539
12Jul04,3.4463
13Jul04,3.4353
14Jul04,3.4383
15Jul04,3.4374
16Jul04,3.4332
19Jul04,3.424
20Jul04,3.4213
21Jul04,3.4261
22Jul04,3.4232
23Jul04,3.4198
26Jul04,3.4257
27Jul04,3.4273
28Jul04,n.d.
29Jul04,n.d.
30Jul04,3.41921
02Ago04,3.4118
03Ago04,3.4087
04Ago04,3.4214
05Ago04,3.4161
06Ago04,3.4121
09Ago04,3.4081
10Ago04,3.4104
11Ago04,3.407
12Ago04,3.4092
13Ago04,3.4089
16Ago04,3.4093
17Ago04,3.4047
18Ago04,3.3868
19Ago04,3.38
20Ago04,3.3818
23Ago04,3.3811
24Ago04,3.3826
25Ago04,3.3785
26Ago04,3.3668
27Ago04,3.3634
30Ago04,n.d.
31Ago04,3.3585
01Set04,3.3697
02Set04,3.3714
03Set04,3.3844
06Set04,3.3809
07Set04,3.3736
08Set04,3.3662
09Set04,3.3673
10Set04,3.3684
13Set04,3.3596
14Set04,3.3515
15Set04,3.3498
16Set04,3.3485
17Set04,3.3517
20Set04,3.351
21Set04,3.3518
22Set04,3.3523
23Set04,3.3475
24Set04,3.3476
27Set04,3.3526
28Set04,3.3488
29Set04,3.3431
30Set04,3.3418
01Oct04,3.3366
04Oct04,3.3356
05Oct04,3.3356
06Oct04,3.3327
07Oct04,3.3278
08Oct04,n.d.
11Oct04,3.3126
12Oct04,3.3076
13Oct04,3.3137
14Oct04,3.3258
15Oct04,3.3204
18Oct04,3.3128
19Oct04,3.3173
20Oct04,3.3178
21Oct04,3.3135
22Oct04,3.3102
25Oct04,3.3142
26Oct04,3.3239
27Oct04,3.3202
28Oct04,3.32425
29Oct04,3.3254
01Nov04,n.d.
02Nov04,3.3208
03Nov04,3.3164
04Nov04,3.3139
05Nov04,3.3121
08Nov04,3.3142
09Nov04,3.3102
10Nov04,3.3083
11Nov04,3.3133
12Nov04,3.3064
15Nov04,3.3048
16Nov04,3.3029
17Nov04,3.3058
18Nov04,3.3099
19Nov04,3.3119
22Nov04,3.3146
23Nov04,3.3156
24Nov04,3.3124
25Nov04,3.3093
26Nov04,3.3064
29Nov04,3.3058
30Nov04,3.3055
01Dic04,3.3026
02Dic04,3.3018
03Dic04,3.2988
06Dic04,3.2976
07Dic04,3.2988
08Dic04,n.d.
09Dic04,3.3009
10Dic04,3.2944
13Dic04,3.2847
14Dic04,3.2741
15Dic04,3.2634
16Dic04,3.2676
17Dic04,3.2701
20Dic04,3.2698
21Dic04,3.2643
22Dic04,3.2688
23Dic04,3.2665
24Dic04,n.d.
27Dic04,3.2715
28Dic04,3.2784
29Dic04,3.2886
30Dic04,3.2797
31Dic04,3.2815
03Ene05,3.289
04Ene05,3.2779
05Ene05,3.2748
06Ene05,3.2755
07Ene05,3.2758
10Ene05,3.2744
11Ene05,3.2738
12Ene05,3.2672
13Ene05,3.2642
14Ene05,3.2632
17Ene05,3.2595
18Ene05,3.2655
19Ene05,3.268
20Ene05,3.268
21Ene05,3.2669
24Ene05,3.2692
25Ene05,3.2673
26Ene05,3.2632
27Ene05,3.2603
28Ene05,3.2589
31Ene05,3.262
01Feb05,3.2638
02Feb05,3.2612
03Feb05,3.2598
04Feb05,3.276
07Feb05,3.2637
08Feb05,3.262
09Feb05,3.2592
10Feb05,3.2592
11Feb05,3.2587
14Feb05,3.2593
15Feb05,3.26
16Feb05,3.2592
17Feb05,3.2587
18Feb05,3.2612
21Feb05,3.2591
22Feb05,3.2571
23Feb05,3.2576
24Feb05,3.2569
25Feb05,3.2574
28Feb05,3.2569
01Mar05,3.2583
02Mar05,3.262
03Mar05,3.2625
04Mar05,3.2592
07Mar05,3.2597
08Mar05,3.2588
09Mar05,3.2586
10Mar05,3.2588
11Mar05,3.2579
14Mar05,3.256
15Mar05,3.2574
16Mar05,3.2605
17Mar05,3.26
18Mar05,3.2606
21Mar05,3.2599
22Mar05,3.2597
23Mar05,3.2617
24Mar05,n.d.
25Mar05,n.d.
28Mar05,3.2623
29Mar05,3.262
30Mar05,3.2609
31Mar05,3.2608
01Abr05,3.2606
04Abr05,n.d.
05Abr05,3.2594
06Abr05,3.2588
07Abr05,3.2591
08Abr05,3.2599
11Abr05,3.261
12Abr05,3.2608
13Abr05,3.2597
14Abr05,3.2592
15Abr05,3.2598
18Abr05,3.2586
19Abr05,3.2588
20Abr05,3.2585
21Abr05,3.2567
22Abr05,3.2568
25Abr05,3.2552
26Abr05,3.2551
27Abr05,3.2578
28Abr05,3.2581
29Abr05,3.2568
02May05,n.d.
03May05,3.256
04May05,3.25708333333333
05May05,3.25875
06May05,3.25691666666667
09May05,3.25575
10May05,3.2554
11May05,3.2553
12May05,3.2552
13May05,3.255
16May05,3.2553
17May05,3.2543
18May05,3.2547
19May05,3.255
20May05,3.2549
23May05,3.2553
24May05,3.2554
25May05,3.255
26May05,3.2556
27May05,3.255
30May05,3.255
31May05,3.2544
01Jun05,3.2547
02Jun05,3.2551
03Jun05,3.255
06Jun05,3.2557
07Jun05,3.2547
08Jun05,3.2543
09Jun05,3.253
10Jun05,3.2519
13Jun05,3.2518
14Jun05,3.2513
15Jun05,3.2518
16Jun05,3.2418
17Jun05,3.2518
20Jun05,3.2528
21Jun05,3.2529
22Jun05,3.253
23Jun05,3.2548
24Jun05,3.254
27Jun05,3.2538
28Jun05,3.2541
29Jun05,n.d.
30Jun05,3.2549
01Jul05,3.2528
04Jul05,3.2519
05Jul05,3.2529
06Jul05,3.2521
07Jul05,3.2511
08Jul05,3.2508
11Jul05,3.2509
12Jul05,3.2517
13Jul05,3.2528
14Jul05,3.2527
15Jul05,3.2523
18Jul05,3.2531
19Jul05,3.253
20Jul05,3.253
21Jul05,3.253
22Jul05,3.2531
25Jul05,3.254
26Jul05,3.255
27Jul05,3.2541
28Jul05,n.d.
29Jul05,n.d.
01Ago05,3.2537
02Ago05,3.2543
03Ago05,3.254
04Ago05,3.254
05Ago05,3.253
08Ago05,3.253
09Ago05,3.2529
10Ago05,3.253
11Ago05,3.2529
12Ago05,3.2542
15Ago05,3.254
16Ago05,3.253
17Ago05,3.2544
18Ago05,3.2542
19Ago05,3.2551
22Ago05,3.2559
23Ago05,3.2569
24Ago05,3.2581
25Ago05,3.2631
26Ago05,3.271
29Ago05,3.2886
30Ago05,n.d.
31Ago05,3.2851
01Set05,3.2794
02Set05,3.3056
05Set05,3.3211
06Set05,3.3189
07Set05,3.2848
08Set05,3.2973
09Set05,3.2902
12Set05,3.2849
13Set05,3.2913
14Set05,3.2893
15Set05,3.2953
16Set05,3.2981
19Set05,3.3044
20Set05,3.3027
21Set05,3.3054
22Set05,3.3209
23Set05,3.3193
26Set05,3.3198
27Set05,3.3221
28Set05,3.3351
29Set05,3.3512
30Set05,3.3458
03Oct05,3.3528
04Oct05,3.3505
05Oct05,3.3622
06Oct05,3.37233333333333
07Oct05,3.3843
10Oct05,3.3614
11Oct05,3.3783
12Oct05,3.3959
13Oct05,3.3921
14Oct05,3.3914
17Oct05,3.3817
18Oct05,3.3894
19Oct05,3.394
20Oct05,3.3929
21Oct05,3.3907
24Oct05,3.3945
25Oct05,3.3929
26Oct05,3.3898
27Oct05,3.3863
28Oct05,3.3804
31Oct05,3.3787
01Nov05,n.d.
02Nov05,3.3685
03Nov05,3.36
04Nov05,3.3577
07Nov05,3.3586
08Nov05,3.3585
09Nov05,3.3636
10Nov05,3.3614
11Nov05,3.3573
14Nov05,3.3637
15Nov05,3.3644
16Nov05,3.3615
17Nov05,3.3678
18Nov05,3.3828
21Nov05,3.3871
22Nov05,3.3918
23Nov05,3.3903
24Nov05,3.3975
25Nov05,3.3979
28Nov05,3.4126
29Nov05,3.4153
30Nov05,3.413
01Dic05,3.4152
02Dic05,3.4078
05Dic05,3.4125
06Dic05,3.4132
07Dic05,3.4118
08Dic05,n.d.
09Dic05,3.4109
12Dic05,3.437
13Dic05,3.4407
14Dic05,3.4405
15Dic05,3.441
16Dic05,3.4408
19Dic05,3.4403
20Dic05,3.4387
21Dic05,3.4396
22Dic05,3.4193
23Dic05,3.4113
26Dic05,3.4132
27Dic05,3.4203
28Dic05,3.4222
29Dic05,3.4288
30Dic05,3.42975
02Ene06,3.42566666666667
03Ene06,3.43058333333333
04Ene06,3.4385
05Ene06,3.43966666666667
06Ene06,3.442
09Ene06,3.4445
10Ene06,3.4445
11Ene06,3.4449
12Ene06,3.4458
13Ene06,3.4522
16Ene06,3.442
17Ene06,3.42441666666667
18Ene06,3.38333333333333
19Ene06,3.35933333333333
20Ene06,3.35808333333333
23Ene06,3.35658333333333
24Ene06,3.33458333333333
25Ene06,3.34533333333333
26Ene06,3.32033333333333
27Ene06,3.31775
30Ene06,3.30766666666667
31Ene06,3.31575
01Feb06,3.30825
02Feb06,3.31275
03Feb06,3.29933333333333
06Feb06,3.29133333333333
07Feb06,3.28833333333333
08Feb06,3.28316666666667
09Feb06,3.28783333333333
10Feb06,3.29
13Feb06,3.28766666666667
14Feb06,3.29041666666667
15Feb06,3.29008333333333
16Feb06,3.28533333333333
17Feb06,3.28466666666667
20Feb06,3.28325
21Feb06,3.282
22Feb06,3.28058333333333
23Feb06,3.282
24Feb06,3.28283333333333
27Feb06,3.28541666666667
28Feb06,3.29358333333333
01Mar06,3.30766666666667
02Mar06,3.34075
03Mar06,3.32758333333333
06Mar06,3.32975
07Mar06,3.33458333333333
08Mar06,3.34175
09Mar06,3.32916666666667
10Mar06,3.33191666666667
13Mar06,3.34775
14Mar06,3.34025
15Mar06,3.33533333333333
16Mar06,3.32441666666667
17Mar06,3.33
20Mar06,3.35991666666667
21Mar06,3.34933333333333
22Mar06,3.34516666666667
23Mar06,3.36316666666667
24Mar06,3.37408333333333
27Mar06,3.35225
28Mar06,3.34583333333333
29Mar06,3.33408333333333
30Mar06,3.35741666666667
31Mar06,3.36033333333333
03Abr06,3.36475
04Abr06,3.3625
05Abr06,3.37333333333333
06Abr06,3.3705
07Abr06,3.36808333333333
10Abr06,3.31925
11Abr06,3.35175
12Abr06,3.32758333333333
13Abr06,n.d.
14Abr06,n.d.
17Abr06,3.31275
18Abr06,3.31
19Abr06,3.31291666666667
20Abr06,3.31816666666667
21Abr06,3.31358333333333
24Abr06,3.32091666666667
25Abr06,3.31791666666667
26Abr06,3.31808333333333
27Abr06,3.32325
28Abr06,3.311
01May06,n.d.
02May06,3.3065
03May06,3.30416666666667
04May06,3.29641666666667
05May06,3.29175
08May06,3.28866666666667
09May06,3.27758333333333
10May06,3.28308333333333
11May06,3.28058333333333
12May06,3.27966666666667
15May06,3.27683333333333
16May06,3.2725
17May06,3.26108333333333
18May06,3.261
19May06,3.25916666666667
22May06,3.26783333333333
23May06,3.26208333333333
24May06,3.26925
25May06,3.265
26May06,3.27175
29May06,3.29191666666667
30May06,3.29883333333333
31May06,3.29575
01Jun06,3.27825
02Jun06,3.27141666666667
05Jun06,3.2515
06Jun06,3.25791666666667
07Jun06,3.26325
08Jun06,3.26558333333333
09Jun06,3.2615
12Jun06,3.2625
13Jun06,3.26525
14Jun06,3.26466666666667
15Jun06,3.26583333333333
16Jun06,3.26416666666667
19Jun06,3.26458333333333
20Jun06,3.2645
21Jun06,3.2645
22Jun06,3.26441666666667
23Jun06,3.27058333333333
26Jun06,3.26866666666667
27Jun06,3.26808333333333
28Jun06,3.26516666666667
29Jun06,n.d.
30Jun06,3.2615
03Jul06,3.26025
04Jul06,3.258
05Jul06,3.25783333333333
06Jul06,3.24958333333333
07Jul06,3.2415
10Jul06,3.23933333333333
11Jul06,3.23983333333333
12Jul06,3.24033333333333
13Jul06,3.24083333333333
14Jul06,3.24041666666667
17Jul06,3.24016666666667
18Jul06,3.24041666666667
19Jul06,3.24175
20Jul06,3.241
21Jul06,3.2415
24Jul06,3.24225
25Jul06,3.24091666666667
26Jul06,3.24075
27Jul06,3.24191666666667
28Jul06,n.d.
31Jul06,3.24133333333333
01Ago06,3.242
02Ago06,3.24291666666667
03Ago06,3.24266666666667
04Ago06,3.24041666666667
07Ago06,3.23766666666667
08Ago06,3.2285
09Ago06,3.22875
10Ago06,3.2295
11Ago06,3.22883333333333
14Ago06,3.2285
15Ago06,3.22725
16Ago06,3.22616666666667
17Ago06,3.22641666666667
18Ago06,3.22758333333333
21Ago06,3.23091666666667
22Ago06,3.23341666666667
23Ago06,3.23433333333333
24Ago06,3.23666666666667
25Ago06,3.24008333333333
28Ago06,3.24516666666667
29Ago06,3.24983333333333
30Ago06,n.d.
31Ago06,3.24066666666667
01Set06,3.2425
04Set06,3.24483333333333
05Set06,3.24375
06Set06,3.24525
07Set06,3.24575
08Set06,3.2455
11Set06,3.25066666666667
12Set06,3.25208333333333
13Set06,3.2545
14Set06,3.25508333333333
15Set06,3.24666666666667
18Set06,3.24683333333333
19Set06,3.24566666666667
20Set06,3.24591666666667
21Set06,3.24916666666667
22Set06,3.25041666666667
25Set06,3.25108333333333
26Set06,3.24975
27Set06,3.25133333333333
28Set06,3.25366666666667
29Set06,3.24925
02Oct06,3.25
03Oct06,3.24766666666667
04Oct06,3.25008333333333
05Oct06,3.2505
06Oct06,3.24883333333333
09Oct06,3.24775
10Oct06,3.24583333333333
11Oct06,3.24508333333333
12Oct06,3.24491666666667
13Oct06,3.246
16Oct06,3.24541666666667
17Oct06,3.244625
18Oct06,3.24458333333333
19Oct06,3.24116666666667
20Oct06,3.23208333333333
23Oct06,3.22258333333333
24Oct06,3.22308333333333
25Oct06,3.22641666666667
26Oct06,3.22808333333333
27Oct06,3.224
30Oct06,3.2175
31Oct06,3.21516666666667
01Nov06,n.d.
02Nov06,3.2105
03Nov06,3.21741666666667
06Nov06,3.21941666666667
07Nov06,3.21825
08Nov06,3.2155
09Nov06,3.21716666666667
10Nov06,3.21908333333333
13Nov06,3.21933333333333
14Nov06,3.22525
15Nov06,3.23133333333333
16Nov06,3.22708333333333
17Nov06,3.2275
20Nov06,3.2265
21Nov06,3.22691666666667
22Nov06,3.22975
23Nov06,3.22641666666667
24Nov06,3.226
27Nov06,3.22633333333333
28Nov06,3.22575
29Nov06,3.22341666666667
30Nov06,3.22275
01Dic06,3.21766666666667
04Dic06,3.21541666666667
05Dic06,3.2125
06Dic06,3.21375
07Dic06,3.21175
08Dic06,n.d.
11Dic06,3.20925
12Dic06,3.21158333333333
13Dic06,3.2115
14Dic06,3.2085
15Dic06,3.20383333333333
18Dic06,3.20358333333333
19Dic06,3.20425
20Dic06,3.2005
21Dic06,3.19841666666667
22Dic06,3.19766666666667
25Dic06,n.d.
26Dic06,3.20008333333333
27Dic06,3.1975
28Dic06,3.19691666666667
29Dic06,3.19591666666667
01Ene07,n.d.
02Ene07,3.19358333333333
03Ene07,3.19175
