"FECHA,""Tipo de cambio - TC Interbancario (S/ por US$) - Venta"""
04Ene07,3.19291666666667
05Ene07,3.19191666666667
08Ene07,3.19208333333333
09Ene07,3.192
10Ene07,3.19425
11Ene07,3.19225
12Ene07,3.19083333333333
15Ene07,3.19133333333333
16Ene07,3.18933333333333
17Ene07,3.18891666666667
18Ene07,3.18816666666667
19Ene07,3.18916666666667
22Ene07,3.18966666666667
23Ene07,3.19183333333333
24Ene07,3.19366666666667
25Ene07,3.1965
26Ene07,3.19866666666667
29Ene07,3.201
30Ene07,3.2005
31Ene07,3.19816666666667
01Feb07,3.19633333333333
02Feb07,3.19516666666667
05Feb07,3.19483333333333
06Feb07,3.19366666666667
07Feb07,3.191
08Feb07,3.19083333333333
09Feb07,3.192
12Feb07,3.19316666666667
13Feb07,3.19166666666667
14Feb07,3.18983333333333
15Feb07,3.18883333333333
16Feb07,3.187
19Feb07,3.18816666666667
20Feb07,3.1895
21Feb07,3.18966666666667
22Feb07,3.1895
23Feb07,3.18866666666667
26Feb07,3.18733333333333
27Feb07,3.18983333333333
28Feb07,3.19016666666667
01Mar07,3.19
02Mar07,3.18833333333333
05Mar07,3.18833333333333
06Mar07,3.188
07Mar07,3.187
08Mar07,3.1865
09Mar07,3.187
12Mar07,3.18616666666667
13Mar07,3.186
14Mar07,3.18516666666667
15Mar07,3.18533333333333
16Mar07,3.1865
19Mar07,3.18683333333333
20Mar07,3.187
21Mar07,3.187
22Mar07,3.1865
23Mar07,3.18483333333333
26Mar07,3.18266666666667
27Mar07,3.1825
28Mar07,3.18366666666667
29Mar07,3.18433333333333
30Mar07,3.18333333333333
02Abr07,3.183
03Abr07,3.18133333333333
04Abr07,3.18166666666667
05Abr07,n.d.
06Abr07,n.d.
09Abr07,3.18133333333333
10Abr07,3.182
11Abr07,3.18183333333333
12Abr07,3.182
13Abr07,3.18116666666667
16Abr07,3.18
17Abr07,3.179
18Abr07,3.1785
19Abr07,3.179
20Abr07,3.17866666666667
23Abr07,3.17866666666667
24Abr07,3.17716666666667
25Abr07,3.17616666666667
26Abr07,3.174
27Abr07,3.17166666666667
30Abr07,3.1715
01May07,n.d.
02May07,3.1715
03May07,3.17133333333333
04May07,3.16683333333333
07May07,3.16716666666667
08May07,3.16683333333333
09May07,3.166
10May07,3.1675
11May07,3.17016666666667
14May07,3.16866666666667
15May07,3.16616666666667
16May07,3.16483333333333
17May07,3.16266666666667
18May07,3.158
21May07,3.16466666666667
22May07,3.16433333333333
23May07,3.16583333333333
24May07,3.17016666666667
25May07,3.17033333333333
28May07,3.173
29May07,3.17383333333333
30May07,3.1765
31May07,3.17483333333333
01Jun07,3.17283333333333
04Jun07,3.17116666666667
05Jun07,3.17016666666667
06Jun07,3.17066666666667
07Jun07,3.17416666666667
08Jun07,3.17566666666667
11Jun07,3.1715
12Jun07,3.17266666666667
13Jun07,3.17166666666667
14Jun07,3.17166666666667
15Jun07,3.16883333333333
18Jun07,3.1685
19Jun07,3.168
20Jun07,3.16716666666667
21Jun07,3.16916666666667
22Jun07,3.17066666666667
25Jun07,3.172
26Jun07,3.17216666666667
27Jun07,3.17116666666667
28Jun07,3.16866666666667
29Jun07,n.d.
02Jul07,3.16766666666667
03Jul07,3.167
04Jul07,3.16616666666667
05Jul07,3.1655
06Jul07,3.1645
09Jul07,3.16416666666667
10Jul07,3.16116666666667
11Jul07,3.15916666666667
12Jul07,3.15883333333333
13Jul07,3.15883333333333
16Jul07,3.1595
17Jul07,3.15933333333333
18Jul07,3.15883333333333
19Jul07,3.1585
20Jul07,3.15766666666667
23Jul07,3.15733333333333
24Jul07,3.15733333333333
25Jul07,3.159
26Jul07,3.16533333333333
27Jul07,3.164
30Jul07,3.16433333333333
31Jul07,3.161
01Ago07,3.15916666666667
02Ago07,3.15816666666667
03Ago07,3.15866666666667
06Ago07,3.15766666666667
07Ago07,3.15466666666667
08Ago07,3.15116666666667
09Ago07,3.15266666666667
10Ago07,3.1535
13Ago07,3.14883333333333
14Ago07,3.14633333333333
15Ago07,3.14533333333333
16Ago07,3.16833333333333
17Ago07,3.1585
20Ago07,3.15683333333333
21Ago07,3.17
22Ago07,3.16416666666667
23Ago07,3.16283333333333
24Ago07,3.16566666666667
27Ago07,3.16366666666667
28Ago07,3.16616666666667
29Ago07,3.16471428571429
30Ago07,n.d.
31Ago07,3.162
03Set07,3.16228571428571
04Set07,3.16314285714286
05Set07,3.16457142857143
06Set07,3.16542857142857
07Set07,3.162
10Set07,3.16157142857143
11Set07,3.15928571428571
12Set07,3.15357142857143
13Set07,3.14528571428571
14Set07,3.14042857142857
17Set07,3.13971428571429
18Set07,3.13414285714286
19Set07,3.12571428571429
20Set07,3.12128571428571
21Set07,3.11485714285714
24Set07,3.11542857142857
25Set07,3.11257142857143
26Set07,3.10657142857143
27Set07,3.09828571428571
28Set07,3.088
01Oct07,3.069
02Oct07,3.04485714285714
03Oct07,3.02614285714286
04Oct07,3.02242857142857
05Oct07,3.02114285714286
08Oct07,n.d.
09Oct07,3.01814285714286
10Oct07,3.01742857142857
11Oct07,3.013
12Oct07,3.01585714285714
15Oct07,3.01657142857143
16Oct07,3.02042857142857
17Oct07,3.01871428571429
18Oct07,3.02214285714286
19Oct07,3.022
22Oct07,3.02228571428571
23Oct07,3.01871428571429
24Oct07,3.02071428571429
25Oct07,3.01885714285714
26Oct07,3.016
29Oct07,3.01328571428571
30Oct07,3.00328571428571
31Oct07,2.99957142857143
01Nov07,n.d.
02Nov07,3
05Nov07,3.00143
06Nov07,3.00557
07Nov07,3.00614
08Nov07,3.00343
09Nov07,2.99671
12Nov07,2.99471
13Nov07,2.99371
14Nov07,2.99657
15Nov07,2.99586
16Nov07,2.99757
19Nov07,3.00014285714286
20Nov07,2.99985714285714
21Nov07,3.004
22Nov07,3.00371428571429
23Nov07,3.00785714285714
26Nov07,3.01642857142857
27Nov07,3.01285714285714
28Nov07,3.00228571428571
29Nov07,3.00028571428571
30Nov07,3
03Dic07,2.999
04Dic07,3.00142857142857
05Dic07,2.98928571428571
06Dic07,2.98342857142857
07Dic07,2.97614285714286
10Dic07,2.97485714285714
11Dic07,2.96957142857143
12Dic07,2.97128571428571
13Dic07,2.97585714285714
14Dic07,2.97771428571429
17Dic07,2.97728571428571
18Dic07,2.97814285714286
19Dic07,2.97657142857143
20Dic07,2.97614285714286
21Dic07,2.97857142857143
24Dic07,2.9804
25Dic07,n.d.
26Dic07,2.98128571428571
27Dic07,2.98885714285714
28Dic07,2.99528571428571
31Dic07,2.9986
01Ene08,n.d.
02Ene08,2.984
03Ene08,2.97171428571429
04Ene08,n.d.
07Ene08,2.96971428571429
08Ene08,2.96314285714286
09Ene08,2.96014285714286
10Ene08,2.96042857142857
11Ene08,2.94271428571429
14Ene08,2.92428571428571
15Ene08,2.93728571428571
16Ene08,2.944
17Ene08,2.96142857142857
18Ene08,2.94857142857143
21Ene08,2.96985714285714
22Ene08,2.95571428571429
23Ene08,2.95228571428571
24Ene08,2.94042857142857
25Ene08,2.935
28Ene08,2.93742857142857
29Ene08,2.93471428571429
30Ene08,2.93671428571429
31Ene08,2.93342857142857
01Feb08,2.93042857142857
04Feb08,2.929
05Feb08,2.92628571428571
06Feb08,2.923
07Feb08,2.91542857142857
08Feb08,2.91185714285714
11Feb08,2.91085714285714
12Feb08,2.90742857142857
13Feb08,2.90328571428571
14Feb08,2.90071428571429
15Feb08,2.90457142857143
18Feb08,2.90614285714286
19Feb08,2.90042857142857
20Feb08,2.901
21Feb08,2.89928571428571
22Feb08,2.89828571428571
25Feb08,2.898
26Feb08,2.89528571428571
27Feb08,2.89328571428571
28Feb08,2.89171428571429
29Feb08,2.88828571428571
03Mar08,2.88542857142857
04Mar08,2.87885714285714
05Mar08,2.873
06Mar08,2.85685714285714
07Mar08,2.84442857142857
10Mar08,2.82971428571429
11Mar08,2.81114285714286
12Mar08,2.813
13Mar08,2.81457142857143
14Mar08,2.81157142857143
17Mar08,2.81371428571429
18Mar08,2.80871428571429
19Mar08,2.79628571428571
20Mar08,n.d.
21Mar08,n.d.
24Mar08,2.79514285714286
25Mar08,2.78571428571429
26Mar08,2.77457142857143
27Mar08,2.75585714285714
28Mar08,2.74085714285714
31Mar08,2.74928571428571
01Abr08,2.73428571428571
02Abr08,2.72142857142857
03Abr08,2.69842857142857
04Abr08,2.69642857142857
07Abr08,2.696
08Abr08,2.69528571428571
09Abr08,2.69842857142857
10Abr08,2.71442857142857
11Abr08,2.771
14Abr08,2.73114285714286
15Abr08,2.71
16Abr08,2.70342857142857
17Abr08,2.71428571428571
18Abr08,2.72828571428571
21Abr08,2.783
22Abr08,2.83428571428571
23Abr08,2.79414285714286
24Abr08,2.78314285714286
25Abr08,2.815
28Abr08,2.84271428571429
29Abr08,2.84742857142857
30Abr08,2.852
01May08,n.d.
02May08,2.79014285714286
05May08,2.78942857142857
06May08,2.79
07May08,2.77114285714286
08May08,2.76214285714286
09May08,2.75828571428571
12May08,2.76314285714286
13May08,2.76814285714286
14May08,2.76257142857143
15May08,n.d.
16May08,n.d.
19May08,n.d.
20May08,2.80714285714286
21May08,2.805
22May08,2.83371428571429
23May08,2.85471428571429
26May08,2.85157142857143
27May08,2.86242857142857
28May08,2.86671428571429
29May08,2.86457142857143
30May08,2.84414285714286
02Jun08,2.847
03Jun08,2.83342857142857
04Jun08,2.81885714285714
05Jun08,2.80328571428571
06Jun08,2.80671428571429
09Jun08,2.82728571428571
10Jun08,2.86428571428571
11Jun08,2.89185714285714
12Jun08,2.91214285714286
13Jun08,2.88857142857143
16Jun08,2.89114285714286
17Jun08,2.88528571428571
18Jun08,2.88814285714286
19Jun08,2.912
20Jun08,2.92942857142857
23Jun08,2.94514285714286
24Jun08,2.96228571428571
25Jun08,2.96957142857143
26Jun08,2.96857142857143
27Jun08,2.96828571428571
30Jun08,2.96771428571429
01Jul08,2.964
02Jul08,2.95828571428571
03Jul08,2.91614285714286
04Jul08,2.89228571428571
07Jul08,2.85928571428571
08Jul08,2.82528571428571
09Jul08,2.81557142857143
10Jul08,2.815
11Jul08,2.82657142857143
14Jul08,2.825
15Jul08,2.83785714285714
16Jul08,2.82842857142857
17Jul08,2.83042857142857
18Jul08,2.84728571428571
21Jul08,2.842
22Jul08,2.84457142857143
23Jul08,2.83742857142857
24Jul08,2.83171428571429
25Jul08,2.82228571428571
28Jul08,n.d.
29Jul08,n.d.
30Jul08,2.824
31Jul08,2.818
01Ago08,2.809
04Ago08,2.78185714285714
05Ago08,2.78428571428571
06Ago08,2.795
07Ago08,2.80971428571429
08Ago08,2.85242857142857
11Ago08,2.89628571428571
12Ago08,2.91871428571429
13Ago08,2.942
14Ago08,2.93057142857143
15Ago08,2.94728571428571
18Ago08,2.93242857142857
19Ago08,2.92714285714286
20Ago08,2.90957142857143
21Ago08,2.90157142857143
22Ago08,2.91685714285714
25Ago08,2.93385714285714
26Ago08,2.95028571428571
27Ago08,2.951
28Ago08,2.95942857142857
29Ago08,2.95657142857143
01Set08,2.95828571428571
02Set08,2.96157142857143
03Set08,2.96785714285714
04Set08,2.96842857142857
05Set08,2.97242857142857
08Set08,2.973
09Set08,2.97485714285714
10Set08,2.97328571428571
11Set08,2.97457142857143
12Set08,2.964
15Set08,2.97457142857143
16Set08,2.97742857142857
17Set08,2.976
18Set08,2.97485714285714
19Set08,2.95142857142857
22Set08,2.94485714285714
23Set08,2.94742857142857
24Set08,2.96085714285714
25Set08,2.95914285714286
26Set08,2.96985714285714
29Set08,2.98371428571429
30Set08,2.97771428571429
01Oct08,2.984
02Oct08,3.00128571428571
03Oct08,3.00257142857143
06Oct08,3.073
07Oct08,3.10857142857143
08Oct08,n.d.
09Oct08,3.17314285714286
10Oct08,3.15628571428571
13Oct08,3.06657142857143
14Oct08,3.04157142857143
15Oct08,3.09028571428571
16Oct08,3.07271428571429
17Oct08,3.06642857142857
20Oct08,3.05585714285714
21Oct08,3.084
22Oct08,3.12742857142857
23Oct08,3.10042857142857
24Oct08,3.115
27Oct08,3.11442857142857
28Oct08,3.10685714285714
29Oct08,3.09657142857143
30Oct08,3.09085714285714
31Oct08,3.09128571428571
03Nov08,3.08085714285714
04Nov08,3.07785714285714
05Nov08,3.07585714285714
06Nov08,3.08657142857143
07Nov08,3.09028571428571
10Nov08,3.08757142857143
11Nov08,3.09271428571429
12Nov08,3.10242857142857
13Nov08,3.10957142857143
14Nov08,3.09771428571429
17Nov08,3.104
18Nov08,3.10457142857143
19Nov08,3.10528571428571
20Nov08,n.d.
21Nov08,n.d.
24Nov08,3.09628571428571
25Nov08,3.09314285714286
26Nov08,3.09485714285714
27Nov08,3.09271428571429
28Nov08,3.09728571428571
01Dic08,3.10114285714286
02Dic08,3.112
03Dic08,3.11885714285714
04Dic08,3.11657142857143
05Dic08,3.12085714285714
08Dic08,n.d.
09Dic08,3.11828571428571
10Dic08,3.11542857142857
11Dic08,3.10828571428571
12Dic08,3.11271428571429
15Dic08,3.10557142857143
16Dic08,3.09085714285714
17Dic08,3.08042857142857
18Dic08,3.09485714285714
19Dic08,3.10742857142857
22Dic08,3.11357142857143
23Dic08,3.131
24Dic08,3.14371428571429
25Dic08,n.d.
26Dic08,n.d.
29Dic08,3.13742857142857
30Dic08,3.14028571428571
31Dic08,3.14114285714286
01Ene09,n.d.
02Ene09,n.d.
05Ene09,3.14057142857143
06Ene09,3.13285714285714
07Ene09,3.14214285714286
08Ene09,3.14242857142857
09Ene09,3.13485714285714
12Ene09,3.14171428571429
13Ene09,3.15071428571429
14Ene09,3.15257142857143
15Ene09,3.15128571428571
16Ene09,3.14642857142857
19Ene09,3.15257142857143
20Ene09,3.15928571428571
21Ene09,3.15457142857143
22Ene09,3.15528571428571
23Ene09,3.16185714285714
26Ene09,3.15971428571429
27Ene09,3.16228571428571
28Ene09,3.16285714285714
29Ene09,3.16771428571429
30Ene09,3.17628571428571
02Feb09,3.19857142857143
03Feb09,3.21585714285714
04Feb09,3.24014285714286
05Feb09,3.24357142857143
06Feb09,3.22971428571429
09Feb09,3.22114285714286
10Feb09,3.23471428571429
11Feb09,3.24014285714286
12Feb09,3.23385714285714
13Feb09,3.23142857142857
16Feb09,3.23514285714286
17Feb09,3.24528571428571
18Feb09,3.24457142857143
19Feb09,3.24642857142857
20Feb09,3.25128571428571
23Feb09,3.24971428571429
24Feb09,3.25314285714286
25Feb09,3.24742857142857
26Feb09,3.24328571428571
27Feb09,3.25057142857143
02Mar09,3.25628571428571
03Mar09,3.25914285714286
04Mar09,3.25271428571429
05Mar09,3.25371428571429
06Mar09,3.23571428571429
09Mar09,3.22214285714286
10Mar09,3.196
11Mar09,3.181
12Mar09,3.18385714285714
13Mar09,3.175
16Mar09,3.15128571428571
17Mar09,3.14814285714286
18Mar09,3.14685714285714
19Mar09,3.11185714285714
20Mar09,3.11214285714286
23Mar09,3.122
24Mar09,3.13771428571429
25Mar09,3.136
26Mar09,3.13214285714286
27Mar09,3.13857142857143
30Mar09,3.165
31Mar09,3.16242857142857
01Abr09,3.14985714285714
02Abr09,3.12557142857143
03Abr09,3.12457142857143
06Abr09,3.116
07Abr09,3.11857142857143
08Abr09,3.10942857142857
09Abr09,n.d.
10Abr09,n.d.
13Abr09,3.08871428571429
14Abr09,3.09414285714286
15Abr09,3.094
16Abr09,3.07714285714286
17Abr09,3.08128571428571
20Abr09,3.096
21Abr09,3.09028571428571
22Abr09,3.08571428571429
23Abr09,3.08128571428571
24Abr09,3.05685714285714
27Abr09,3.061
28Abr09,3.04985714285714
29Abr09,3.02228571428571
30Abr09,2.99257142857143
01May09,n.d.
04May09,2.97557142857143
05May09,2.974
06May09,2.96357142857143
07May09,2.95914285714286
08May09,2.95628571428571
11May09,2.96957142857143
12May09,2.99214285714286
13May09,3.04357142857143
14May09,3.02542857142857
15May09,3.02114285714286
18May09,3.014
19May09,3.00485714285714
20May09,2.98842857142857
21May09,3.00185714285714
22May09,3
25May09,3.00557142857143
26May09,3.00457142857143
27May09,3.005
28May09,3.00842857142857
29May09,2.99442857142857
01Jun09,2.96728571428572
02Jun09,2.96814285714286
03Jun09,2.97614285714286
04Jun09,2.97414285714286
05Jun09,2.969
08Jun09,2.98214285714286
09Jun09,2.98157142857143
10Jun09,2.982
11Jun09,2.97857142857143
12Jun09,2.97785714285714
15Jun09,2.98285714285714
16Jun09,2.988
17Jun09,3.002
18Jun09,2.99171428571429
19Jun09,2.98614285714286
22Jun09,3.02185714285714
23Jun09,3.02471428571429
24Jun09,3.02114285714286
25Jun09,3.02642857142857
26Jun09,3.01028571428571
29Jun09,n.d.
30Jun09,3.01128571428571
01Jul09,3.00771428571429
02Jul09,3.01914285714286
03Jul09,3.01542857142857
06Jul09,3.02114285714286
07Jul09,3.018
08Jul09,3.02771428571429
09Jul09,3.025
10Jul09,3.02885714285714
13Jul09,3.02728571428571
14Jul09,3.02371428571429
15Jul09,3.01642857142857
16Jul09,3.01271428571429
17Jul09,3.01142857142857
20Jul09,3.01314285714286
21Jul09,3.01542857142857
22Jul09,3.00814285714286
23Jul09,3.00457142857143
24Jul09,2.99785714285714
27Jul09,n.d.
28Jul09,n.d.
29Jul09,n.d.
30Jul09,2.98771428571429
31Jul09,2.98657142857143
03Ago09,2.97285714285714
04Ago09,2.96442857142857
05Ago09,2.954
06Ago09,2.95042857142857
07Ago09,2.93657142857143
10Ago09,2.93514285714286
11Ago09,2.94557142857143
12Ago09,2.93085714285714
13Ago09,2.92928571428571
14Ago09,2.94642857142857
17Ago09,2.96457142857143
18Ago09,2.95085714285714
19Ago09,2.96385714285714
20Ago09,2.963
21Ago09,2.95428571428571
24Ago09,2.96257142857143
25Ago09,2.96271428571429
26Ago09,2.95742857142857
27Ago09,2.95642857142857
28Ago09,2.939
31Ago09,2.94914285714286
01Set09,2.953
02Set09,2.94957142857143
03Set09,2.94557142857143
04Set09,2.93614285714286
07Set09,2.93214285714286
08Set09,2.92
09Set09,2.92242857142857
10Set09,2.92728571428571
11Set09,2.92457142857143
14Set09,2.92328571428571
15Set09,2.91785714285714
16Set09,2.90185714285714
17Set09,2.899
18Set09,2.89557142857143
21Set09,2.90271428571429
22Set09,2.88785714285714
23Set09,2.87085714285714
24Set09,2.878
25Set09,2.88185714285714
28Set09,2.88285714285714
29Set09,2.88971428571429
30Set09,2.88657142857143
01Oct09,2.88985714285714
02Oct09,2.88585714285714
05Oct09,2.87314285714286
06Oct09,2.86471428571429
07Oct09,2.86742857142857
08Oct09,n.d.
09Oct09,n.d.
12Oct09,2.85914285714286
13Oct09,2.85685714285714
14Oct09,2.85628571428571
15Oct09,2.858
16Oct09,2.85585714285714
19Oct09,2.85414285714286
20Oct09,2.86257142857143
21Oct09,2.85757142857143
22Oct09,2.862
23Oct09,2.868
26Oct09,2.87828571428571
27Oct09,2.89857142857143
28Oct09,2.90685714285714
29Oct09,2.897
30Oct09,2.906
02Nov09,2.90328571428571
03Nov09,2.91185714285714
04Nov09,2.90085714285714
05Nov09,2.89771428571429
06Nov09,2.89971428571429
09Nov09,2.88971428571429
10Nov09,2.88828571428571
11Nov09,2.877
12Nov09,2.87814285714286
13Nov09,2.87671428571429
16Nov09,2.87114285714286
17Nov09,2.87
18Nov09,2.86428571428571
19Nov09,2.87414285714286
20Nov09,2.88228571428571
23Nov09,2.876
24Nov09,2.88385714285714
25Nov09,2.88228571428571
26Nov09,2.89642857142857
27Nov09,2.89285714285714
30Nov09,2.882
01Dic09,2.876
02Dic09,2.87971428571429
03Dic09,2.87585714285714
04Dic09,2.87185714285714
07Dic09,2.86871428571429
08Dic09,n.d.
09Dic09,2.87528571428571
10Dic09,2.87271428571429
11Dic09,2.87528571428571
14Dic09,2.87428571428571
15Dic09,2.87485714285714
16Dic09,2.87242857142857
17Dic09,2.87942857142857
18Dic09,2.885
21Dic09,2.88314285714286
22Dic09,2.882
23Dic09,2.88414285714286
24Dic09,n.d.
25Dic09,n.d.
28Dic09,2.88385714285714
29Dic09,2.88671428571429
30Dic09,2.89042857142857
31Dic09,n.d.
01Ene10,n.d.
04Ene10,2.882
05Ene10,2.87285714285714
06Ene10,2.86957142857143
07Ene10,2.867
08Ene10,2.85528571428571
11Ene10,2.84914285714286
12Ene10,2.84914285714286
13Ene10,2.84685714285714
14Ene10,2.849
15Ene10,2.85128571428571
18Ene10,2.85257142857143
19Ene10,2.854
20Ene10,2.85528571428571
21Ene10,2.85085714285714
22Ene10,2.85271428571429
25Ene10,2.852
26Ene10,2.85542857142857
27Ene10,2.86142857142857
28Ene10,2.85942857142857
29Ene10,2.85671428571429
01Feb10,2.85428571428571
02Feb10,2.84971428571429
03Feb10,2.85257142857143
04Feb10,2.85985714285714
05Feb10,2.86471428571429
08Feb10,2.87171428571429
09Feb10,2.86385714285714
10Feb10,2.85928571428571
11Feb10,2.85271428571429
12Feb10,2.85528571428571
15Feb10,2.85485714285714
16Feb10,2.84971428571429
17Feb10,2.84842857142857
18Feb10,2.85128571428571
19Feb10,2.85185714285714
22Feb10,2.85014285714286
23Feb10,2.85142857142857
24Feb10,2.84885714285714
25Feb10,2.85014285714286
26Feb10,2.84771428571429
01Mar10,2.84542857142857
02Mar10,2.84442857142857
03Mar10,2.84371428571429
04Mar10,2.84385714285714
05Mar10,2.84114285714286
08Mar10,2.84057142857143
09Mar10,2.84171428571429
10Mar10,2.83957142857143
11Mar10,2.839
12Mar10,2.83785714285714
15Mar10,2.83957142857143
16Mar10,2.838
17Mar10,2.837
18Mar10,2.83871428571429
19Mar10,2.838
22Mar10,2.83814285714286
23Mar10,2.837
24Mar10,2.83714285714286
25Mar10,2.83757142857143
26Mar10,2.83942857142857
29Mar10,2.84042857142857
30Mar10,2.84
31Mar10,2.84242857142857
01Abr10,n.d.
02Abr10,n.d.
05Abr10,2.83885714285714
06Abr10,2.83885714285714
07Abr10,2.83771428571429
08Abr10,2.83714285714286
09Abr10,2.83642857142857
12Abr10,2.836
13Abr10,2.83614285714286
14Abr10,2.83514285714286
15Abr10,2.83585714285714
16Abr10,2.83671428571429
19Abr10,2.83742857142857
20Abr10,2.83828571428571
21Abr10,2.84071428571429
22Abr10,2.84671428571429
23Abr10,2.84328571428571
26Abr10,2.84471428571429
27Abr10,2.84742857142857
28Abr10,2.84685714285714
29Abr10,2.84542857142857
30Abr10,2.84757142857143
03May10,2.84542857142857
04May10,2.84871428571429
05May10,2.85014285714286
06May10,2.85242857142857
07May10,2.85414285714286
10May10,2.84542857142857
11May10,2.84528571428571
12May10,2.83942857142857
13May10,2.838
14May10,2.841
17May10,2.84242857142857
18May10,2.84071428571429
19May10,2.84614285714286
20May10,2.85214285714286
21May10,2.84414285714286
24May10,2.84614285714286
25May10,2.84957142857143
26May10,2.84657142857143
27May10,2.84814285714286
28May10,2.84728571428571
31May10,2.84428571428571
01Jun10,2.84542857142857
02Jun10,2.84557142857143
03Jun10,2.84614285714286
04Jun10,2.85042857142857
07Jun10,2.85128571428571
08Jun10,2.84842857142857
09Jun10,2.846
10Jun10,2.84571428571429
11Jun10,2.84528571428571
14Jun10,2.84328571428571
15Jun10,2.83971428571429
16Jun10,2.839
17Jun10,2.83585714285714
18Jun10,2.83142857142857
21Jun10,2.82685714285714
22Jun10,2.82742857142857
23Jun10,2.82857142857143
24Jun10,2.82828571428571
25Jun10,2.827
28Jun10,n.d.
29Jun10,n.d.
30Jun10,2.82728571428571
01Jul10,2.82628571428571
02Jul10,2.82557142857143
05Jul10,2.824
06Jul10,2.82414285714286
07Jul10,2.82428571428571
08Jul10,2.82371428571429
09Jul10,2.82471428571429
12Jul10,2.82342857142857
13Jul10,2.82042857142857
14Jul10,2.81585714285714
15Jul10,2.82128571428571
16Jul10,2.82457142857143
19Jul10,2.82342857142857
20Jul10,2.82485714285714
21Jul10,2.82671428571429
22Jul10,2.823
23Jul10,2.82371428571429
26Jul10,2.824
27Jul10,2.82328571428571
28Jul10,n.d.
29Jul10,n.d.
30Jul10,n.d.
02Ago10,2.81814285714286
03Ago10,2.81171428571429
04Ago10,2.804
05Ago10,2.80214285714286
06Ago10,2.80085714285714
09Ago10,2.80171428571429
10Ago10,2.80528571428571
11Ago10,2.80742857142857
12Ago10,2.80514285714286
13Ago10,2.80557142857143
16Ago10,2.80328571428571
17Ago10,2.80042857142857
18Ago10,2.79857142857143
19Ago10,2.80057142857143
20Ago10,2.80057142857143
23Ago10,2.79942857142857
24Ago10,2.79914285714286
25Ago10,2.79914285714286
26Ago10,2.796
27Ago10,2.79928571428571
30Ago10,n.d.
31Ago10,2.79757142857143
01Set10,2.79514285714286
02Set10,2.79642857142857
03Set10,2.79514285714286
06Set10,2.79342857142857
07Set10,2.79585714285714
08Set10,2.79442857142857
09Set10,2.79342857142857
10Set10,2.79042857142857
13Set10,2.78842857142857
14Set10,2.78828571428571
15Set10,2.789
16Set10,2.789
17Set10,2.78985714285714
20Set10,2.79314285714286
21Set10,2.79285714285714
22Set10,2.79085714285714
23Set10,2.78928571428571
24Set10,2.78785714285714
27Set10,2.79028571428571
28Set10,2.789
29Set10,2.78828571428571
30Set10,2.78814285714286
01Oct10,2.78871428571429
04Oct10,2.79114285714286
05Oct10,2.78814285714286
06Oct10,2.79028571428571
07Oct10,2.78928571428571
08Oct10,n.d.
11Oct10,2.78828571428571
12Oct10,2.78728571428571
13Oct10,2.78728571428571
14Oct10,2.78942857142857
15Oct10,2.79385714285714
18Oct10,2.79285714285714
19Oct10,2.79471428571429
20Oct10,2.79228571428571
21Oct10,2.793
22Oct10,2.79528571428571
25Oct10,2.79357142857143
26Oct10,2.794
27Oct10,2.79842857142857
28Oct10,2.79885714285714
29Oct10,2.79742857142857
01Nov10,n.d.
02Nov10,2.79485714285714
03Nov10,2.79357142857143
04Nov10,2.79257142857143
05Nov10,2.79328571428571
08Nov10,2.796
09Nov10,2.79785714285714
10Nov10,2.80057142857143
11Nov10,2.8
12Nov10,2.80228571428571
15Nov10,2.80628571428571
16Nov10,2.80971428571429
17Nov10,2.81028571428571
18Nov10,2.806
19Nov10,2.80685714285714
22Nov10,2.80971428571429
23Nov10,2.81271428571429
24Nov10,2.81
25Nov10,2.81142857142857
26Nov10,2.81671428571429
29Nov10,2.82614285714286
30Nov10,2.834
01Dic10,2.82771428571429
02Dic10,2.82771428571429
03Dic10,2.826
06Dic10,2.82342857142857
07Dic10,2.81828571428571
08Dic10,n.d.
09Dic10,2.82328571428571
10Dic10,2.82742857142857
13Dic10,2.82585714285714
14Dic10,2.82157142857143
15Dic10,2.81914285714286
16Dic10,2.81885714285714
17Dic10,2.81728571428571
20Dic10,2.80985714285714
21Dic10,2.80557142857143
22Dic10,2.80514285714286
23Dic10,2.79971428571429
24Dic10,n.d.
27Dic10,2.80057142857143
28Dic10,2.80328571428571
29Dic10,2.809
30Dic10,2.80742857142857
31Dic10,n.d.
03Ene11,2.80328571428571
04Ene11,2.80157142857143
05Ene11,2.80328571428571
06Ene11,2.80471428571429
07Ene11,2.80471428571429
10Ene11,2.80557142857143
11Ene11,2.80071428571429
12Ene11,2.79257142857143
13Ene11,2.78728571428571
14Ene11,2.78914285714286
17Ene11,2.787
18Ene11,2.78571428571429
19Ene11,2.779
20Ene11,2.77557142857143
21Ene11,2.77428571428571
24Ene11,2.77328571428571
25Ene11,2.77514285714286
26Ene11,2.77285714285714
27Ene11,2.77171428571429
28Ene11,2.77514285714286
31Ene11,2.77285714285714
01Feb11,2.76785714285714
02Feb11,2.76685714285714
03Feb11,2.76842857142857
04Feb11,2.76785714285714
07Feb11,2.76785714285714
08Feb11,2.76814285714286
09Feb11,2.76842857142857
10Feb11,2.768
11Feb11,2.76571428571429
14Feb11,2.76714285714286
15Feb11,2.77057142857143
16Feb11,2.76957142857143
17Feb11,2.76757142857143
18Feb11,2.76771428571429
21Feb11,2.77042857142857
22Feb11,2.77728571428571
